PROBEID	SYMBOL	ENTREZID	GENENAME
207159_x_at	CRTC1	23373	CREB regulated transcription coactivator 1
207160_at	IL12A	3592	interleukin 12A
207161_at	KIAA0087	9808	KIAA0087
207162_s_at	CACNA1B	774	"calcium channel, voltage-dependent, N type, alpha 1B subunit"
207163_s_at	AKT1	207	v-akt murine thymoma viral oncogene homolog 1
207164_s_at	ZBTB18	10472	zinc finger and BTB domain containing 18
207165_at	HMMR	3161	hyaluronan-mediated motility receptor (RHAMM)
207166_at	GNGT1	2792	"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"
207167_at	CD101	9398	CD101 molecule
207168_s_at	H2AFY	9555	"H2A histone family, member Y"
207169_x_at	DDR1	780	discoidin domain receptor tyrosine kinase 1
207170_s_at	LETMD1	25875	LETM1 domain containing 1
207172_s_at	CDH11	1009	"cadherin 11, type 2, OB-cadherin (osteoblast)"
207173_x_at	CDH11	1009	"cadherin 11, type 2, OB-cadherin (osteoblast)"
207174_at	GPC5	2262	glypican 5
207175_at	ADIPOQ	9370	"adiponectin, C1Q and collagen domain containing"
207176_s_at	CD80	941	CD80 molecule
207177_at	PTGFR	5737	prostaglandin F receptor (FP)
207178_s_at	FRK	2444	fyn-related Src family tyrosine kinase
207179_at	TLX1	3195	T-cell leukemia homeobox 1
207180_s_at	HTATIP2	10553	HIV-1 Tat interactive protein 2
207181_s_at	CASP7	840	caspase 7
207182_at	GABRA6	2559	"gamma-aminobutyric acid (GABA) A receptor, alpha 6"
207183_at	GPR19	2842	G protein-coupled receptor 19
207184_at	SLC6A13	6540	"solute carrier family 6 (neurotransmitter transporter), member 13"
207185_at	SLC10A1	6554	"solute carrier family 10 (sodium/bile acid cotransporter), member 1"
207186_s_at	BPTF	2186	bromodomain PHD finger transcription factor
207187_at	JAK3	3718	Janus kinase 3
207188_at			
207189_s_at	ZZEF1	23140	"zinc finger, ZZ-type with EF-hand domain 1"
207190_at	ZZEF1	23140	"zinc finger, ZZ-type with EF-hand domain 1"
207191_s_at	ISLR	3671	immunoglobulin superfamily containing leucine-rich repeat
207192_at	DNASE1L2	1775	deoxyribonuclease I-like 2
207193_at	AGRP	181	agouti related neuropeptide
207194_s_at	ICAM4	3386	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
207195_at	CNTN6	27255	contactin 6
207196_s_at	TNIP1	10318	TNFAIP3 interacting protein 1
207197_at	ZIC3	7547	Zic family member 3
207198_s_at	LIMS1	3987	LIM and senescent cell antigen-like domains 1
207199_at	TERT	7015	telomerase reverse transcriptase
207200_at	OTC	5009	ornithine carbamoyltransferase
207201_s_at	SLC22A1	6580	"solute carrier family 22 (organic cation transporter), member 1"
207202_s_at	NR1I2	8856	"nuclear receptor subfamily 1, group I, member 2"
207203_s_at	NR1I2	8856	"nuclear receptor subfamily 1, group I, member 2"
207204_at	FSCN2	25794	"fascin actin-bundling protein 2, retinal"
207205_at	CEACAM4	1089	carcinoembryonic antigen-related cell adhesion molecule 4
207206_s_at	ALOX12	239	arachidonate 12-lipoxygenase
207207_at	RBMXL2	27288	"RNA binding motif protein, X-linked-like 2"
207208_at	RBMXL2	27288	"RNA binding motif protein, X-linked-like 2"
207209_at	CETN1	1068	centrin 1
207210_at	GABRA3	2556	"gamma-aminobutyric acid (GABA) A receptor, alpha 3"
207211_at	USP2	9099	ubiquitin specific peptidase 2
207212_at	SLC9A3	6550	"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3"
207213_s_at	USP2	9099	ubiquitin specific peptidase 2
207214_at	SPINK4	27290	"serine peptidase inhibitor, Kazal type 4"
207215_at			
207216_at	TNFSF8	944	"tumor necrosis factor (ligand) superfamily, member 8"
207217_s_at	NOX1	27035	NADPH oxidase 1
207218_at	F9	2158	coagulation factor IX
207219_at	ZFP69B	65243	ZFP69 zinc finger protein B
207220_at	ART4	420	ADP-ribosyltransferase 4 (Dombrock blood group)
207221_at	F2RL3	9002	coagulation factor II (thrombin) receptor-like 3
207222_at	PLA2G10	8399	"phospholipase A2, group X"
207223_s_at	PTBP3	9991	polypyrimidine tract binding protein 3
207224_s_at	SIGLEC7	27036	sialic acid binding Ig-like lectin 7
207225_at	AANAT	15	aralkylamine N-acetyltransferase
207226_at	HIST1H2BN	8341	"histone cluster 1, H2bn"
207227_x_at	RFPL2	10739	ret finger protein-like 2
207228_at	PRKACG	5568	"protein kinase, cAMP-dependent, catalytic, gamma"
207229_at	KLRA1P	10748	"killer cell lectin like receptor A1, pseudogene"
207230_at	CDON	50937	"cell adhesion associated, oncogene regulated"
207231_at	DZIP3	9666	DAZ interacting zinc finger protein 3
207232_s_at	DZIP3	9666	DAZ interacting zinc finger protein 3
207233_s_at	MITF	4286	microphthalmia-associated transcription factor
207234_at	RFX3	5991	"regulatory factor X, 3 (influences HLA class II expression)"
207235_s_at	GRM5	2915	"glutamate receptor, metabotropic 5"
207236_at	ZNF345	25850	zinc finger protein 345
207237_at	KCNA3	3738	"potassium channel, voltage gated shaker related subfamily A, member 3"
207238_s_at	PTPRC	5788	"protein tyrosine phosphatase, receptor type, C"
207239_s_at	CDK16	5127	cyclin-dependent kinase 16
207240_s_at	LHCGR	3973	luteinizing hormone/choriogonadotropin receptor
207241_at	LINC01587	10141	long intergenic non-protein coding RNA 1587
207242_s_at	GRIK1	2897	"glutamate receptor, ionotropic, kainate 1"
207243_s_at	CALM2	805	"calmodulin 2 (phosphorylase kinase, delta)"
207244_x_at	CYP2A6	1548	"cytochrome P450, family 2, subfamily A, polypeptide 6"
207245_at			
207246_at	ZFY	7544	"zinc finger protein, Y-linked"
207247_s_at			
207248_at	KCNA4	3739	"potassium channel, voltage gated shaker related subfamily A, member 4"
207249_s_at	SLC28A2	9153	"solute carrier family 28 (concentrative nucleoside transporter), member 2"
207250_at	SIX6	4990	SIX homeobox 6
207251_at	MEP1B	4225	"meprin A, beta"
207252_at	INE1	8552	inactivation escape 1 (non-protein coding)
207253_s_at	UBN1	29855	ubinuclein 1
207254_at	SLC15A1	6564	"solute carrier family 15 (oligopeptide transporter), member 1"
207255_at	LEPR	3953	leptin receptor
207256_at	MBL2	4153	"mannose-binding lectin (protein C) 2, soluble"
207257_at	EPO	2056	erythropoietin
207258_at	DSCR4	10281	Down syndrome critical region 4
207259_at	LINC00483	55018	long intergenic non-protein coding RNA 483
207260_at	FEV	54738	FEV (ETS oncogene family)
207261_at	CNGA3	1261	cyclic nucleotide gated channel alpha 3
207262_at	APOF	319	apolipoprotein F
207263_x_at	VEZT	55591	"vezatin, adherens junctions transmembrane protein"
207264_at	KDELR3	11015	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
207265_s_at	KDELR3	11015	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
207266_x_at	RBMS1	5937	"RNA binding motif, single stranded interacting protein 1"
207267_s_at	RIPPLY3	53820	ripply transcriptional repressor 3
207268_x_at	ABI2	10152	abl-interactor 2
207269_at	DEFA4	1669	"defensin, alpha 4, corticostatin"
207270_x_at	CD300C	10871	CD300c molecule
207271_x_at			
207272_at	ZNF80	7634	zinc finger protein 80
207273_at			
207274_at	CHRNE	1145	"cholinergic receptor, nicotinic epsilon"
207275_s_at	ACSL1	2180	acyl-CoA synthetase long-chain family member 1
207276_at	CDR1	1038	cerebellar degeneration related protein 1
207277_at	CD209	30835	CD209 molecule
207278_s_at	CD209	30835	CD209 molecule
207279_s_at	NEBL	10529	nebulette
207280_at	RNF185-AS1	100852405	RNF185 antisense RNA 1
207281_x_at	VCX2	51480	"variable charge, X-linked 2"
207282_s_at	MYOG	4656	myogenin (myogenic factor 4)
207283_at	RPL23AP32	56969	ribosomal protein L23a pseudogene 32
207284_s_at	ASPH	444	aspartate beta-hydroxylase
207285_x_at	CSHL1	1444	chorionic somatomammotropin hormone-like 1
207286_at	CEP135	9662	centrosomal protein 135kDa
207287_at	BIN3-IT1	80094	BIN3 intronic transcript 1
207288_at	ASMTL-AS1	80161	ASMTL antisense RNA 1
207289_at	MMP25	64386	matrix metallopeptidase 25
207290_at	PLXNA2	5362	plexin A2
207291_at	PRRG4	79056	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)
207292_s_at	MAPK7	5598	mitogen-activated protein kinase 7
207293_s_at	AGTR2	186	"angiotensin II receptor, type 2"
207294_at	AGTR2	186	"angiotensin II receptor, type 2"
207295_at	SCNN1G	6340	"sodium channel, non voltage gated 1 gamma subunit"
207296_at	ZNF343	79175	zinc finger protein 343
207298_at	SLC17A3	10786	"solute carrier family 17 (organic anion transporter), member 3"
207299_s_at	GRM1	2911	"glutamate receptor, metabotropic 1"
207300_s_at	F7	2155	coagulation factor VII (serum prothrombin conversion accelerator)
207301_at	EFNA5	1946	ephrin-A5
207302_at	SGCG	6445	sarcoglycan gamma
207303_at	PDE1C	5137	"phosphodiesterase 1C, calmodulin-dependent 70kDa"
207304_at	ZNF45	7596	zinc finger protein 45
207305_s_at	TRAPPC8	22878	trafficking protein particle complex 8
207306_at	TCF15	6939	transcription factor 15 (basic helix-loop-helix)
207307_at	HTR2C	3358	"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled"
207308_at	SLCO1A2	6579	"solute carrier organic anion transporter family, member 1A2"
207309_at	NOS1	4842	nitric oxide synthase 1 (neuronal)
207310_s_at	NOS1	4842	nitric oxide synthase 1 (neuronal)
207311_at	DOC2B	8447	"double C2-like domains, beta"
207312_at	PHKG1	5260	"phosphorylase kinase, gamma 1 (muscle)"
207313_x_at	KIR3DL2	3812	"killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2"
207314_x_at			
207315_at	CD226	10666	CD226 molecule
207316_at	HAS1	3036	hyaluronan synthase 1
207317_s_at	CASQ2	845	calsequestrin 2 (cardiac muscle)
207318_s_at	CDK13	8621	cyclin-dependent kinase 13
207319_s_at	CDK13	8621	cyclin-dependent kinase 13
207320_x_at	STAU1	6780	staufen double-stranded RNA binding protein 1
207321_s_at	ABCB9	23457	ATP binding cassette subfamily B member 9
207322_at	ITSN1	6453	intersectin 1
207323_s_at	MBP	4155	myelin basic protein
207324_s_at	DSC1	1823	desmocollin 1
207325_x_at	MAGEA1	4100	MAGE family member A1
207326_at	BTC	685	betacellulin
207327_at	EYA4	2070	EYA transcriptional coactivator and phosphatase 4
207328_at	ALOX15	246	arachidonate 15-lipoxygenase
207329_at	MMP8	4317	matrix metallopeptidase 8
207330_at	PZP	5858	pregnancy-zone protein
207331_at	CENPF	1063	centromere protein F
207332_s_at	TFRC	7037	transferrin receptor
207333_at	NMBR	4829	neuromedin B receptor
207334_s_at	TGFBR2	7048	transforming growth factor beta receptor II
207335_x_at	ATP5I	521	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit E"
207336_at	SOX5	6660	SRY box 5
207337_at	CTAG2	30848	cancer/testis antigen 2
207338_s_at	ZNF200	7752	zinc finger protein 200
207339_s_at	LTB	4050	"lymphotoxin beta (TNF superfamily, member 3)"
207341_at	PRTN3	5657	proteinase 3
207342_at	CNGB1	1258	cyclic nucleotide gated channel beta 1
207343_at	LYZL6	57151	lysozyme-like 6
207344_at	AKAP3	10566	A kinase (PRKA) anchor protein 3
207345_at	FST	10468	follistatin
207346_at	STX2	2054	syntaxin 2
207347_at	ERCC6	2074	excision repair cross-complementation group 6
207348_s_at	LIG3	3980	"ligase III, DNA, ATP-dependent"
207349_s_at	UCP3	7352	"uncoupling protein 3 (mitochondrial, proton carrier)"
207350_s_at	VAMP4	8674	vesicle associated membrane protein 4
207351_s_at	SH2D2A	9047	SH2 domain containing 2A
207352_s_at	GABRB2	2561	"gamma-aminobutyric acid (GABA) A receptor, beta 2"
207353_s_at	HMX1	3166	H6 family homeobox 1
207354_at	CCL16	6360	chemokine (C-C motif) ligand 16
207355_at	SLC1A7	6512	"solute carrier family 1 (glutamate transporter), member 7"
207356_at			
207357_s_at	GALNT10	55568	polypeptide N-acetylgalactosaminyltransferase 10
207358_x_at			
207359_at	CAMKK2	10645	"calcium/calmodulin-dependent protein kinase kinase 2, beta"
207360_s_at	NTSR1	4923	neurotensin receptor 1 (high affinity)
207361_at	HBP1	26959	HMG-box transcription factor 1
207362_at	SLC30A4	7782	"solute carrier family 30 (zinc transporter), member 4"
207363_at	RS1	6247	retinoschisin 1
207364_at			
207365_x_at	USP34	9736	ubiquitin specific peptidase 34
207366_at	KCNS1	3787	"potassium voltage-gated channel, modifier subfamily S, member 1"
207367_at	ATP12A	479	"ATPase, H+/K+ transporting, nongastric, alpha polypeptide"
207368_at	HTR1D	3352	"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled"
207369_at	BRS3	680	bombesin-like receptor 3
207370_at	IBSP	3381	integrin-binding sialoprotein
207371_at			
207372_s_at	ENTPD2	954	ectonucleoside triphosphate diphosphohydrolase 2
207373_at	HOXD10	3236	homeobox D10
207374_at	PLSCR2	57047	phospholipid scramblase 2
207375_s_at	IL15RA	3601	"interleukin 15 receptor, alpha"
207376_at	VENTX	27287	VENT homeobox
207377_at	PPP1R2P9	80316	"protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 9"
207378_at	TREH	11181	trehalase
207379_at	EDIL3	10085	EGF-like repeats and discoidin I-like domains 3
207380_x_at	NOX1	27035	NADPH oxidase 1
207381_at	ALOX12B	242	"arachidonate 12-lipoxygenase, 12R type"
207382_at	TP63	8626	tumor protein p63
207383_s_at	RHBDL1	9028	"rhomboid, veinlet-like 1 (Drosophila)"
207384_at	PGLYRP1	8993	peptidoglycan recognition protein 1
207385_at	TFDP3	51270	"transcription factor Dp family, member 3"
207386_at	CYP7B1	9420	"cytochrome P450, family 7, subfamily B, polypeptide 1"
207387_s_at	GK	2710	glycerol kinase
207388_s_at	PTGES	9536	prostaglandin E synthase
207389_at	GP1BA	2811	"glycoprotein Ib (platelet), alpha polypeptide"
207390_s_at	SMTN	6525	smoothelin
207391_s_at	PIP5K1A	8394	"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha"
207392_x_at	UGT2B15	7366	"UDP glucuronosyltransferase 2 family, polypeptide B15"
207393_at	HCRTR2	3062	hypocretin (orexin) receptor 2
207394_at	ZNF137P	7696	"zinc finger protein 137, pseudogene"
207395_at	BTN1A1	696	"butyrophilin, subfamily 1, member A1"
207396_s_at	ALG3	10195	"ALG3, alpha-1,3- mannosyltransferase"
207397_s_at	HOXD13	3239	homeobox D13
207398_at	HOXD13	3239	homeobox D13
207399_at	BFSP2	8419	"beaded filament structural protein 2, phakinin"
207400_at	NPY5R	4889	neuropeptide Y receptor Y5
207401_at	PROX1	5629	prospero homeobox 1
207402_at	ZNF132	7691	zinc finger protein 132
207403_at	IRS4	8471	insulin receptor substrate 4
207404_s_at	HTR1E	3354	"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled"
207405_s_at	RAD17	5884	RAD17 checkpoint clamp loader component
207406_at	CYP7A1	1581	"cytochrome P450, family 7, subfamily A, polypeptide 1"
207407_x_at	CYP4A11	1579	"cytochrome P450, family 4, subfamily A, polypeptide 11"
207408_at	SLC22A14	9389	"solute carrier family 22, member 14"
207409_at	LECT2	3950	leukocyte cell-derived chemotaxin 2
207410_s_at	TLX2	3196	T-cell leukemia homeobox 2
207412_x_at	CELP	1057	carboxyl ester lipase pseudogene
207413_s_at	SCN5A	6331	"sodium channel, voltage gated, type V alpha subunit"
207414_s_at	PCSK6	5046	proprotein convertase subtilisin/kexin type 6
207415_at	PLA2R1	22925	phospholipase A2 receptor 1
207416_s_at	NFATC3	4775	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"
207417_s_at			
207418_s_at	DDO	8528	D-aspartate oxidase
207419_s_at	RAC2	5880	"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"
207420_at	COLEC10	10584	collectin sub-family member 10 (C-type lectin)
207421_at	CA5A	763	"carbonic anhydrase VA, mitochondrial"
207422_at	ADAM20	8748	ADAM metallopeptidase domain 20
207423_s_at	ADAM20	8748	ADAM metallopeptidase domain 20
207424_at	MYF5	4617	myogenic factor 5
207425_s_at	SEPT9	10801	septin 9
207426_s_at	TNFSF4	7292	"tumor necrosis factor (ligand) superfamily, member 4"
207427_at	ACR	49	acrosin
207428_x_at	CDK11B	984	cyclin-dependent kinase 11B
207429_at	SLC22A2	6582	"solute carrier family 22 (organic cation transporter), member 2"
207430_s_at	MSMB	4477	"microseminoprotein, beta-"
207431_s_at	DEGS1	8560	"delta(4)-desaturase, sphingolipid 1"
207432_at	BEST2	54831	bestrophin 2
207433_at	IL10	3586	interleukin 10
207434_s_at			
207435_s_at	SRRM2	23524	serine/arginine repetitive matrix 2
207436_x_at	SORBS1	10580	sorbin and SH3 domain containing 1
207437_at	NOVA1	4857	neuro-oncological ventral antigen 1
207438_s_at	SNUPN	10073	snurportin 1
207439_s_at	SLC35A2	7355	"solute carrier family 35 (UDP-galactose transporter), member A2"
207440_at	SLC35A2	7355	"solute carrier family 35 (UDP-galactose transporter), member A2"
207441_at	SMR3B	10879	submaxillary gland androgen regulated protein 3B
207442_at	CSF3	1440	colony stimulating factor 3
207443_at	NR2E1	7101	"nuclear receptor subfamily 2, group E, member 1"
207444_at	SLC22A13	9390	"solute carrier family 22 (organic anion/urate transporter), member 13"
207445_s_at	CCR9	10803	chemokine (C-C motif) receptor 9
207446_at	TLR6	10333	toll-like receptor 6
207447_s_at	MGAT4C	25834	"MGAT4 family, member C"
207448_at	POFUT2	23275	protein O-fucosyltransferase 2
207449_s_at	POFUT2	23275	protein O-fucosyltransferase 2
207450_s_at	POU6F2	11281	POU class 6 homeobox 2
207451_at	NKX2-8	26257	NK2 homeobox 8
207452_s_at	CNTN5	53942	contactin 5
207453_s_at	DNAJB5	25822	"DnaJ (Hsp40) homolog, subfamily B, member 5"
207454_at	GRIK3	2899	"glutamate receptor, ionotropic, kainate 3"
207455_at	P2RY1	5028	"purinergic receptor P2Y, G-protein coupled, 1"
207456_at	HNF4G	3174	"hepatocyte nuclear factor 4, gamma"
207457_s_at	LY6G6D	58530	"lymphocyte antigen 6 complex, locus G6D"
207458_at	RHPN1-AS1	78998	RHPN1 antisense RNA 1 (head to head)
207459_x_at	GYPB	2994	glycophorin B (MNS blood group)
207460_at	GZMM	3004	granzyme M
207461_at			
207462_at	GLRA2	2742	glycine receptor alpha 2
207463_x_at	PRSS3	5646	"protease, serine, 3"
207464_at	AHCYL1	10768	adenosylhomocysteinase like 1
207465_at			
207466_at	GAL	51083	galanin/GMAP prepropeptide
207467_x_at	CAST	831	calpastatin
207468_s_at	SFRP5	6425	secreted frizzled-related protein 5
207469_s_at	PIR	8544	pirin
207470_at			
207471_at	RARS2	57038	"arginyl-tRNA synthetase 2, mitochondrial"
207472_at	RARS2	57038	"arginyl-tRNA synthetase 2, mitochondrial"
207473_at	MLN	4295	motilin
207474_at	SNRK	54861	SNF related kinase
207475_at	FABP2	2169	"fatty acid binding protein 2, intestinal"
207476_at			
207477_at	PRO2958	100128329	uncharacterized LOC100128329
207478_at			
207479_at			
207480_s_at	MEIS2	4212	Meis homeobox 2
207481_at			
207482_at	TP53TG5	27296	TP53 target 5
207483_s_at	CAND1	55832	cullin-associated and neddylation-dissociated 1
207484_s_at	EHMT2	10919	euchromatic histone-lysine N-methyltransferase 2
207485_x_at	BTN3A1	11119	"butyrophilin, subfamily 3, member A1"
207486_x_at			
207487_at			
207488_at			
207489_at	RPS2P45	80052	ribosomal protein S2 pseudogene 45
207490_at	TUBA4B	80086	"tubulin, alpha 4b"
207491_at	MOGAT2	80168	monoacylglycerol O-acyltransferase 2
207492_at	NGLY1	55768	N-glycanase 1
207493_x_at			
207494_s_at	ZNF76	7629	zinc finger protein 76
207495_at	RAB28	9364	"RAB28, member RAS oncogene family"
207496_at	MS4A2	2206	"membrane-spanning 4-domains, subfamily A, member 2"
207497_s_at	MS4A2	2206	"membrane-spanning 4-domains, subfamily A, member 2"
207498_s_at			
207499_x_at	UNC45A	55898	unc-45 myosin chaperone A
207500_at	CASP5	838	caspase 5
207501_s_at	FGF12	2257	fibroblast growth factor 12
207502_at	GUCA2B	2981	guanylate cyclase activator 2B (uroguanylin)
207503_at	TCP10	6953	t-complex 10
207504_at	CA7	766	carbonic anhydrase VII
207505_at	PRKG2	5593	"protein kinase, cGMP-dependent, type II"
207506_at	GLRX3	10539	glutaredoxin 3
207507_s_at	ATP5G3	518	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)"
207508_at	ATP5G3	518	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)"
207509_s_at	LAIR2	3904	leukocyte-associated immunoglobulin-like receptor 2
207510_at	BDKRB1	623	bradykinin receptor B1
207511_s_at	CNPPD1	27013	cyclin Pas1/PHO80 domain containing 1
207513_s_at	ZNF189	7743	zinc finger protein 189
207514_s_at	GNAT1	2779	"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1"
207515_s_at	POLR1C	9533	polymerase (RNA) I polypeptide C
207516_at	CHRNB4	1143	"cholinergic receptor, nicotinic beta 4"
207517_at	LAMC2	3918	"laminin, gamma 2"
207518_at	DGKE	8526	"diacylglycerol kinase, epsilon 64kDa"
207519_at	SLC6A4	6532	"solute carrier family 6 (neurotransmitter transporter), member 4"
207520_at	TROVE2	6738	"TROVE domain family, member 2"
207521_s_at	ATP2A3	489	"ATPase, Ca++ transporting, ubiquitous"
207522_s_at	ATP2A3	489	"ATPase, Ca++ transporting, ubiquitous"
207523_at	C6orf10	10665	chromosome 6 open reading frame 10
207524_at			
207525_s_at	GIPC1	10755	"GIPC PDZ domain containing family, member 1"
207526_s_at	IL1RL1	9173	interleukin 1 receptor-like 1
207527_at	KCNJ9	3765	"potassium channel, inwardly rectifying subfamily J, member 9"
207528_s_at	SLC7A11	23657	"solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11"
207529_at	DEFA5	1670	"defensin, alpha 5, Paneth cell-specific"
207530_s_at	CDKN2B	1030	"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)"
207531_at	CRYGC	1420	crystallin gamma C
207532_at	CRYGD	1421	crystallin gamma D
207533_at	CCL1	6346	chemokine (C-C motif) ligand 1
207534_at	MAGEB1	4112	MAGE family member B1
207535_s_at	NFKB2	4791	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)
207536_s_at	TNFRSF9	3604	"tumor necrosis factor receptor superfamily, member 9"
207537_at	PFKFB1	5207	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
207538_at	IL4	3565	interleukin 4
207539_s_at	IL4	3565	interleukin 4
207540_s_at	SYK	6850	spleen tyrosine kinase
207541_s_at	EXOSC10	5394	exosome component 10
207542_s_at	AQP1	358	aquaporin 1 (Colton blood group)
207543_s_at	P4HA1	5033	"prolyl 4-hydroxylase, alpha polypeptide I"
207544_s_at	ADH6	130	alcohol dehydrogenase 6 (class V)
207545_s_at			
207546_at	ATP4B	496	"ATPase, H+/K+ exchanging, beta polypeptide"
207547_s_at	FAM107A	11170	"family with sequence similarity 107, member A"
207548_at	GRM7	2917	"glutamate receptor, metabotropic 7"
207549_x_at	CD46	4179	"CD46 molecule, complement regulatory protein"
207550_at	MPL	4352	"MPL proto-oncogene, thrombopoietin receptor"
207551_s_at	MSL3	10943	male-specific lethal 3 homolog (Drosophila)
207552_at	ATP5G2	517	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)"
207553_at	OPRK1	4986	"opioid receptor, kappa 1"
207554_x_at	TBXA2R	6915	thromboxane A2 receptor
207555_s_at	TBXA2R	6915	thromboxane A2 receptor
207556_s_at	DGKZ	8525	"diacylglycerol kinase, zeta"
207557_s_at	RYR2	6262	ryanodine receptor 2 (cardiac)
207558_s_at	PITX2	5308	paired-like homeodomain 2
207559_s_at	ZMYM3	9203	"zinc finger, MYM-type 3"
207560_at	SLC28A1	9154	"solute carrier family 28 (concentrative nucleoside transporter), member 1"
207561_s_at			
207562_at	DGKQ	1609	diacylglycerol kinase theta
207563_s_at	OGT	8473	O-linked N-acetylglucosamine (GlcNAc) transferase
207564_x_at	OGT	8473	O-linked N-acetylglucosamine (GlcNAc) transferase
207565_s_at	MR1	3140	"major histocompatibility complex, class I-related"
207566_at	MR1	3140	"major histocompatibility complex, class I-related"
207567_at	SLC13A2	9058	"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2"
207568_at	CHRNA6	8973	"cholinergic receptor, nicotinic alpha 6"
207569_at	ROS1	6098	"ROS proto-oncogene 1 , receptor tyrosine kinase"
207570_at	SHOX	6473	short stature homeobox
207571_x_at	THEMIS2	9473	thymocyte selection associated family member 2
207572_at	EFCAB2	84288	EF-hand calcium binding domain 2
207573_x_at	ATP5L	10632	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G"
207574_s_at	GADD45B	4616	"growth arrest and DNA-damage-inducible, beta"
207575_at	GOLGA6A	342096	"golgin A6 family, member A"
207576_x_at	OXT	5020	oxytocin/neurophysin I prepropeptide
207577_at	HTR4	3360	"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled"
207578_s_at	HTR4	3360	"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled"
207579_at	MAGEB3	4114	MAGE family member B3
207580_at	MAGEB4	4115	MAGE family member B4
207581_s_at	MAGEB4	4115	MAGE family member B4
207582_at	PIN1P1	5301	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1"
207583_at	ABCD2	225	ATP binding cassette subfamily D member 2
207584_at	LPA	4018	"lipoprotein, Lp(a)"
207585_s_at	RPL36AL	6166	ribosomal protein L36a-like
207586_at	SHH	6469	sonic hedgehog
207587_at	CRYGA	1418	crystallin gamma A
207588_at			
207589_at	ADRA1B	147	adrenoceptor alpha 1B
207590_s_at	CENPI	2491	centromere protein I
207591_s_at	ARID1A	8289	AT rich interactive domain 1A (SWI-like)
207592_s_at	HCN2	610	hyperpolarization activated cyclic nucleotide gated potassium channel 2
207593_at	ABCG4	64137	ATP binding cassette subfamily G member 4
207594_s_at	SYNJ1	8867	synaptojanin 1
207595_s_at	BMP1	649	bone morphogenetic protein 1
207596_at			
207597_at	ADAM18	8749	ADAM metallopeptidase domain 18
207598_x_at	XRCC2	7516	X-ray repair complementing defective repair in Chinese hamster cells 2
207599_at	MMP20	9313	matrix metallopeptidase 20
207600_at	KCNC3	3748	"potassium channel, voltage gated Shaw related subfamily C, member 3"
207601_at	SULT1B1	27284	sulfotransferase family 1B member 1
207602_at	TMPRSS11D	9407	"transmembrane protease, serine 11D"
207603_at	SLC4A7	9497	"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
207604_s_at	SLC4A7	9497	"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
207605_x_at	ZNF117	51351	zinc finger protein 117
207606_s_at	ARHGAP12	94134	Rho GTPase activating protein 12
207607_at	ASCL2	430	achaete-scute family bHLH transcription factor 2
207608_x_at	CYP1A2	1544	"cytochrome P450, family 1, subfamily A, polypeptide 2"
207609_s_at	CYP1A2	1544	"cytochrome P450, family 1, subfamily A, polypeptide 2"
207610_s_at	ADGRE2	30817	adhesion G protein-coupled receptor E2
207611_at	HIST1H2BL	8340	"histone cluster 1, H2bl"
207612_at	WNT8B	7479	"wingless-type MMTV integration site family, member 8B"
207613_s_at	CAMK2A	815	calcium/calmodulin-dependent protein kinase II alpha
207614_s_at	CUL1	8454	cullin 1
207615_s_at	GAS8-AS1	750	GAS8 antisense RNA 1
207616_s_at	TANK	10010	TRAF family member-associated NFKB activator
207617_at	DDX3X	1654	"DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked"
207618_s_at	BCS1L	617	"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
