PROBEID	SYMBOL	ENTREZID	GENENAME
201660_at	ACSL3	2181	acyl-CoA synthetase long-chain family member 3
201661_s_at	ACSL3	2181	acyl-CoA synthetase long-chain family member 3
201662_s_at	ACSL3	2181	acyl-CoA synthetase long-chain family member 3
201663_s_at	SMC4	10051	structural maintenance of chromosomes 4
201664_at	SMC4	10051	structural maintenance of chromosomes 4
201665_x_at	RPS17	6218	ribosomal protein S17
201666_at	TIMP1	7076	TIMP metallopeptidase inhibitor 1
201667_at	GJA1	2697	gap junction protein alpha 1
201668_x_at	MARCKS	4082	myristoylated alanine-rich protein kinase C substrate
201669_s_at	MARCKS	4082	myristoylated alanine-rich protein kinase C substrate
201670_s_at	MARCKS	4082	myristoylated alanine-rich protein kinase C substrate
201671_x_at	USP14	9097	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)
201672_s_at	USP14	9097	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)
201673_s_at	GYS1	2997	glycogen synthase 1 (muscle)
201674_s_at	AKAP1	8165	A kinase (PRKA) anchor protein 1
201675_at	AKAP1	8165	A kinase (PRKA) anchor protein 1
201676_x_at	PSMA1	5682	proteasome subunit alpha 1
201677_at	HMCES	56941	"5-hydroxymethylcytosine (hmC) binding, ES cell-specific"
201678_s_at	HMCES	56941	"5-hydroxymethylcytosine (hmC) binding, ES cell-specific"
201679_at	SRRT	51593	"serrate, RNA effector molecule"
201680_x_at	SRRT	51593	"serrate, RNA effector molecule"
201681_s_at	DLG5	9231	"discs, large homolog 5 (Drosophila)"
201682_at	PMPCB	9512	peptidase (mitochondrial processing) beta
201683_x_at	TOX4	9878	TOX high mobility group box family member 4
201684_s_at	TOX4	9878	TOX high mobility group box family member 4
201685_s_at	TOX4	9878	TOX high mobility group box family member 4
201686_x_at	API5	8539	apoptosis inhibitor 5
201687_s_at	API5	8539	apoptosis inhibitor 5
201688_s_at	TPD52	7163	tumor protein D52
201689_s_at	TPD52	7163	tumor protein D52
201690_s_at	TPD52	7163	tumor protein D52
201691_s_at	TPD52	7163	tumor protein D52
201692_at	SIGMAR1	10280	sigma non-opioid intracellular receptor 1
201693_s_at	EGR1	1958	early growth response 1
201694_s_at	EGR1	1958	early growth response 1
201695_s_at	PNP	4860	purine nucleoside phosphorylase
201696_at	SRSF4	6429	serine/arginine-rich splicing factor 4
201697_s_at	DNMT1	1786	DNA (cytosine-5-)-methyltransferase 1
201698_s_at	SRSF9	8683	serine/arginine-rich splicing factor 9
201699_at	PSMC6	5706	"proteasome 26S subunit, ATPase 6"
201700_at	CCND3	896	cyclin D3
201701_s_at	PGRMC2	10424	progesterone receptor membrane component 2
201702_s_at	PPP1R10	5514	"protein phosphatase 1, regulatory subunit 10"
201703_s_at	PPP1R10	5514	"protein phosphatase 1, regulatory subunit 10"
201704_at	ENTPD6	955	ectonucleoside triphosphate diphosphohydrolase 6 (putative)
201705_at	PSMD7	5713	"proteasome 26S subunit, non-ATPase 7"
201706_s_at	PEX19	5824	peroxisomal biogenesis factor 19
201707_at	PEX19	5824	peroxisomal biogenesis factor 19
201708_s_at	NIPSNAP1	8508	nipsnap homolog 1 (C. elegans)
201709_s_at	NIPSNAP1	8508	nipsnap homolog 1 (C. elegans)
201710_at	MYBL2	4605	v-myb avian myeloblastosis viral oncogene homolog-like 2
201711_x_at	RANBP2	5903	RAN binding protein 2
201712_s_at	RANBP2	5903	RAN binding protein 2
201713_s_at	RANBP2	5903	RAN binding protein 2
201714_at	TUBG1	7283	"tubulin, gamma 1"
201715_s_at	ACIN1	22985	apoptotic chromatin condensation inducer 1
201716_at	SNX1	6642	sorting nexin 1
201717_at	MRPL49	740	mitochondrial ribosomal protein L49
201718_s_at	EPB41L2	2037	erythrocyte membrane protein band 4.1-like 2
201719_s_at	EPB41L2	2037	erythrocyte membrane protein band 4.1-like 2
201720_s_at	LAPTM5	7805	lysosomal protein transmembrane 5
201721_s_at	LAPTM5	7805	lysosomal protein transmembrane 5
201722_s_at	GALNT1	2589	polypeptide N-acetylgalactosaminyltransferase 1
201723_s_at	GALNT1	2589	polypeptide N-acetylgalactosaminyltransferase 1
201724_s_at	GALNT1	2589	polypeptide N-acetylgalactosaminyltransferase 1
201725_at	CDC123	8872	cell division cycle 123
201726_at	ELAVL1	1994	ELAV like RNA binding protein 1
201727_s_at	ELAVL1	1994	ELAV like RNA binding protein 1
201728_s_at	KIAA0100	9703	KIAA0100
201729_s_at	KIAA0100	9703	KIAA0100
201730_s_at	TPR	7175	"translocated promoter region, nuclear basket protein"
201731_s_at	TPR	7175	"translocated promoter region, nuclear basket protein"
201732_s_at	CLCN3	1182	"chloride channel, voltage-sensitive 3"
201733_at	CLCN3	1182	"chloride channel, voltage-sensitive 3"
201734_at	CLCN3	1182	"chloride channel, voltage-sensitive 3"
201735_s_at	CLCN3	1182	"chloride channel, voltage-sensitive 3"
201736_s_at	MARCH6	10299	membrane associated ring finger 6
201737_s_at	MARCH6	10299	membrane associated ring finger 6
201738_at	EIF1B	10289	eukaryotic translation initiation factor 1B
201739_at	SGK1	6446	serum/glucocorticoid regulated kinase 1
201740_at	NDUFS3	4722	"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)"
201741_x_at	SRSF1	6426	serine/arginine-rich splicing factor 1
201742_x_at	SRSF1	6426	serine/arginine-rich splicing factor 1
201743_at	CD14	929	CD14 molecule
201744_s_at	LUM	4060	lumican
201745_at	TWF1	5756	twinfilin actin binding protein 1
201746_at	TP53	7157	tumor protein p53
201747_s_at	SAFB	6294	scaffold attachment factor B
201748_s_at	SAFB	6294	scaffold attachment factor B
201749_at	ECE1	1889	endothelin converting enzyme 1
201750_s_at	ECE1	1889	endothelin converting enzyme 1
201751_at	JOSD1	9929	Josephin domain containing 1
201752_s_at	ADD3	120	adducin 3 (gamma)
201753_s_at	ADD3	120	adducin 3 (gamma)
201754_at	COX6C	1345	cytochrome c oxidase subunit VIc
201755_at	MCM5	4174	minichromosome maintenance complex component 5
201756_at	RPA2	6118	replication protein A2
201757_at	NDUFS5	4725	"NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)"
201758_at	TSG101	7251	tumor susceptibility 101
201759_at	TBCD	6904	tubulin folding cofactor D
201760_s_at	WSB2	55884	WD repeat and SOCS box containing 2
201761_at	MTHFD2	10797	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
201762_s_at	PSME2	5721	proteasome activator subunit 2
201763_s_at	DAXX	1616	death-domain associated protein
201764_at	TMEM106C	79022	transmembrane protein 106C
201765_s_at	HEXA	3073	hexosaminidase A (alpha polypeptide)
201766_at	ELAC2	60528	elaC ribonuclease Z 2
201767_s_at	ELAC2	60528	elaC ribonuclease Z 2
201768_s_at	CLINT1	9685	clathrin interactor 1
201769_at	CLINT1	9685	clathrin interactor 1
201770_at	SNRPA	6626	small nuclear ribonucleoprotein polypeptide A
201771_at	SCAMP3	10067	secretory carrier membrane protein 3
201772_at	AZIN1	51582	antizyme inhibitor 1
201773_at	ADNP	23394	activity-dependent neuroprotector homeobox
201774_s_at	NCAPD2	9918	non-SMC condensin I complex subunit D2
201775_s_at	EFCAB14	9813	EF-hand calcium binding domain 14
201776_s_at	EFCAB14	9813	EF-hand calcium binding domain 14
201777_s_at	EFCAB14	9813	EF-hand calcium binding domain 14
201778_s_at	EFCAB14	9813	EF-hand calcium binding domain 14
201779_s_at	RNF13	11342	ring finger protein 13
201780_s_at	RNF13	11342	ring finger protein 13
201781_s_at	AIP	9049	aryl hydrocarbon receptor interacting protein
201782_s_at	AIP	9049	aryl hydrocarbon receptor interacting protein
201783_s_at	RELA	5970	v-rel avian reticuloendotheliosis viral oncogene homolog A
201784_s_at	C11orf58	10944	chromosome 11 open reading frame 58
201785_at	RNASE1	6035	"ribonuclease, RNase A family, 1 (pancreatic)"
201786_s_at	ADAR	103	"adenosine deaminase, RNA-specific"
201787_at	FBLN1	2192	fibulin 1
201788_at	DDX42	11325	DEAD (Asp-Glu-Ala-Asp) box helicase 42
201789_at	PCNX4	64430	pecanex homolog 4 (Drosophila)
201790_s_at	DHCR7	1717	7-dehydrocholesterol reductase
201791_s_at	DHCR7	1717	7-dehydrocholesterol reductase
201792_at	AEBP1	165	AE binding protein 1
201793_x_at	SMG7	9887	SMG7 nonsense mediated mRNA decay factor
201794_s_at	SMG7	9887	SMG7 nonsense mediated mRNA decay factor
201795_at	LBR	3930	lamin B receptor
201796_s_at	VARS	7407	valyl-tRNA synthetase
201797_s_at	VARS	7407	valyl-tRNA synthetase
201798_s_at	MYOF	26509	myoferlin
201799_s_at	OSBP	5007	oxysterol binding protein
201800_s_at	OSBP	5007	oxysterol binding protein
201801_s_at	SLC29A1	2030	"solute carrier family 29 (equilibrative nucleoside transporter), member 1"
201802_at	SLC29A1	2030	"solute carrier family 29 (equilibrative nucleoside transporter), member 1"
201803_at	POLR2B	5431	"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa"
201804_x_at	TBCB	1155	tubulin folding cofactor B
201805_at	PRKAG1	5571	"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"
201806_s_at	ATXN2L	11273	ataxin 2-like
201807_at	VPS26A	9559	VPS26 retromer complex component A
201808_s_at	ENG	2022	endoglin
201809_s_at	ENG	2022	endoglin
201810_s_at	SH3BP5	9467	SH3-domain binding protein 5 (BTK-associated)
201811_x_at	SH3BP5	9467	SH3-domain binding protein 5 (BTK-associated)
201812_s_at			
201813_s_at	TBC1D5	9779	"TBC1 domain family, member 5"
201814_at	TBC1D5	9779	"TBC1 domain family, member 5"
201815_s_at	TBC1D5	9779	"TBC1 domain family, member 5"
201816_s_at	GBAS	2631	glioblastoma amplified sequence
201817_at	UBE3C	9690	ubiquitin protein ligase E3C
201818_at	LPCAT1	79888	lysophosphatidylcholine acyltransferase 1
201819_at	SCARB1	949	"scavenger receptor class B, member 1"
201820_at	KRT5	3852	"keratin 5, type II"
201821_s_at	TIMM17A	10440	translocase of inner mitochondrial membrane 17 homolog A (yeast)
201822_at	TIMM17A	10440	translocase of inner mitochondrial membrane 17 homolog A (yeast)
201823_s_at	RNF14	9604	ring finger protein 14
201824_at	RNF14	9604	ring finger protein 14
201825_s_at	SCCPDH	51097	saccharopine dehydrogenase (putative)
201826_s_at	SCCPDH	51097	saccharopine dehydrogenase (putative)
201827_at	SMARCD2	6603	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
201828_x_at	FAM127A	8933	"family with sequence similarity 127, member A"
201829_at	NET1	10276	neuroepithelial cell transforming 1
201830_s_at	NET1	10276	neuroepithelial cell transforming 1
201831_s_at	USO1	8615	USO1 vesicle transport factor
201832_s_at	USO1	8615	USO1 vesicle transport factor
201833_at	HDAC2	3066	histone deacetylase 2
201834_at	PRKAB1	5564	"protein kinase, AMP-activated, beta 1 non-catalytic subunit"
201835_s_at	PRKAB1	5564	"protein kinase, AMP-activated, beta 1 non-catalytic subunit"
201836_s_at	SUPT7L	9913	SPT7-like STAGA complex gamma subunit
201837_s_at	SUPT7L	9913	SPT7-like STAGA complex gamma subunit
201838_s_at	SUPT7L	9913	SPT7-like STAGA complex gamma subunit
201839_s_at	EPCAM	4072	epithelial cell adhesion molecule
201840_at	NEDD8	4738	"neural precursor cell expressed, developmentally down-regulated 8"
201841_s_at	HSPB1	3315	heat shock 27kDa protein 1
201842_s_at	EFEMP1	2202	EGF containing fibulin-like extracellular matrix protein 1
201843_s_at	EFEMP1	2202	EGF containing fibulin-like extracellular matrix protein 1
201844_s_at	RYBP	23429	RING1 and YY1 binding protein
201845_s_at	RYBP	23429	RING1 and YY1 binding protein
201846_s_at	RYBP	23429	RING1 and YY1 binding protein
201847_at	LIPA	3988	"lipase A, lysosomal acid, cholesterol esterase"
201848_s_at	BNIP3	664	BCL2/adenovirus E1B 19kDa interacting protein 3
201849_at	BNIP3	664	BCL2/adenovirus E1B 19kDa interacting protein 3
201850_at	CAPG	822	"capping protein (actin filament), gelsolin-like"
201851_at	SH3GL1	6455	SH3-domain GRB2-like 1
201852_x_at	COL3A1	1281	"collagen, type III, alpha 1"
201853_s_at	CDC25B	994	cell division cycle 25B
201854_s_at	ATMIN	23300	ATM interactor
201855_s_at	ATMIN	23300	ATM interactor
201856_s_at	ZFR	51663	zinc finger RNA binding protein
201857_at	ZFR	51663	zinc finger RNA binding protein
201858_s_at	SRGN	5552	serglycin
201859_at	SRGN	5552	serglycin
201860_s_at	PLAT	5327	"plasminogen activator, tissue"
201861_s_at	LRRFIP1	9208	leucine rich repeat (in FLII) interacting protein 1
201862_s_at	LRRFIP1	9208	leucine rich repeat (in FLII) interacting protein 1
201863_at	FAM32A	26017	"family with sequence similarity 32, member A"
201864_at	GDI1	2664	GDP dissociation inhibitor 1
201865_x_at	NR3C1	2908	"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
201866_s_at	NR3C1	2908	"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
201867_s_at	TBL1X	6907	transducin (beta)-like 1X-linked
201868_s_at	TBL1X	6907	transducin (beta)-like 1X-linked
201869_s_at	TBL1X	6907	transducin (beta)-like 1X-linked
201870_at	TOMM34	10953	translocase of outer mitochondrial membrane 34
201871_s_at	UBXN1	51035	UBX domain protein 1
201872_s_at	ABCE1	6059	ATP binding cassette subfamily E member 1
201873_s_at	ABCE1	6059	ATP binding cassette subfamily E member 1
201874_at	MPZL1	9019	myelin protein zero-like 1
201875_s_at	MPZL1	9019	myelin protein zero-like 1
201876_at	PON2	5445	paraoxonase 2
201877_s_at	PPP2R5C	5527	"protein phosphatase 2, regulatory subunit B', gamma"
201878_at	ARIH1	25820	ariadne RBR E3 ubiquitin protein ligase 1
201879_at	ARIH1	25820	ariadne RBR E3 ubiquitin protein ligase 1
201880_at	ARIH1	25820	ariadne RBR E3 ubiquitin protein ligase 1
201881_s_at	ARIH1	25820	ariadne RBR E3 ubiquitin protein ligase 1
201882_x_at	B4GALT1	2683	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
201883_s_at	B4GALT1	2683	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"
201884_at	CEACAM5	1048	carcinoembryonic antigen-related cell adhesion molecule 5
201885_s_at	CYB5R3	1727	cytochrome b5 reductase 3
201886_at	DCAF11	80344	DDB1 and CUL4 associated factor 11
201887_at	IL13RA1	3597	"interleukin 13 receptor, alpha 1"
201888_s_at	IL13RA1	3597	"interleukin 13 receptor, alpha 1"
201889_at	FAM3C	10447	"family with sequence similarity 3, member C"
201890_at	RRM2	6241	ribonucleotide reductase M2
201891_s_at	B2M	567	beta-2-microglobulin
201892_s_at	IMPDH2	3615	IMP (inosine 5'-monophosphate) dehydrogenase 2
201893_x_at	DCN	1634	decorin
201894_s_at	SSR1	6745	"signal sequence receptor, alpha"
201895_at	ARAF	369	"A-Raf proto-oncogene, serine/threonine kinase"
201896_s_at	PSRC1	84722	proline/serine-rich coiled-coil 1
201897_s_at	CKS1B	1163	CDC28 protein kinase regulatory subunit 1B
201898_s_at	UBE2A	7319	ubiquitin conjugating enzyme E2A
201899_s_at	UBE2A	7319	ubiquitin conjugating enzyme E2A
201900_s_at	AKR1A1	10327	"aldo-keto reductase family 1, member A1 (aldehyde reductase)"
201901_s_at	YY1	7528	YY1 transcription factor
201902_s_at	YY1	7528	YY1 transcription factor
201903_at	UQCRC1	7384	ubiquinol-cytochrome c reductase core protein I
201904_s_at	CTDSPL	10217	CTD small phosphatase like
201905_s_at	CTDSPL	10217	CTD small phosphatase like
201906_s_at	CTDSPL	10217	CTD small phosphatase like
201907_x_at	DVL3	1857	dishevelled segment polarity protein 3
201908_at	DVL3	1857	dishevelled segment polarity protein 3
201909_at	RPS4Y1	6192	"ribosomal protein S4, Y-linked 1"
201910_at	FARP1	10160	"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
201911_s_at	FARP1	10160	"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
201912_s_at	GSPT1	2935	G1 to S phase transition 1
201913_s_at	COASY	80347	CoA synthase
201914_s_at	SEC63	11231	"SEC63 homolog, protein translocation regulator"
201915_at	SEC63	11231	"SEC63 homolog, protein translocation regulator"
201916_s_at	SEC63	11231	"SEC63 homolog, protein translocation regulator"
201917_s_at	SLC25A36	55186	"solute carrier family 25 (pyrimidine nucleotide carrier), member 36"
201918_at	SLC25A36	55186	"solute carrier family 25 (pyrimidine nucleotide carrier), member 36"
201919_at	SLC25A36	55186	"solute carrier family 25 (pyrimidine nucleotide carrier), member 36"
201920_at	SLC20A1	6574	"solute carrier family 20 (phosphate transporter), member 1"
201921_at	GNG10	2790	"guanine nucleotide binding protein (G protein), gamma 10"
201922_at	NSA2	10412	NSA2 ribosome biogenesis homolog
201923_at	PRDX4	10549	peroxiredoxin 4
201924_at	AFF1	4299	"AF4/FMR2 family, member 1"
201925_s_at	CD55	1604	"CD55 molecule, decay accelerating factor for complement (Cromer blood group)"
201926_s_at	CD55	1604	"CD55 molecule, decay accelerating factor for complement (Cromer blood group)"
201927_s_at	PKP4	8502	plakophilin 4
201928_at	PKP4	8502	plakophilin 4
201929_s_at	PKP4	8502	plakophilin 4
201930_at	MCM6	4175	minichromosome maintenance complex component 6
201931_at	ETFA	2108	"electron-transfer-flavoprotein, alpha polypeptide"
201932_at	LRRC41	10489	leucine rich repeat containing 41
201933_at	CHMP1A	5119	charged multivesicular body protein 1A
201934_at	WDR82	80335	WD repeat domain 82
201935_s_at	EIF4G3	8672	"eukaryotic translation initiation factor 4 gamma, 3"
201936_s_at	EIF4G3	8672	"eukaryotic translation initiation factor 4 gamma, 3"
201937_s_at	DNPEP	23549	aspartyl aminopeptidase
201938_at	CDK2AP1	8099	cyclin-dependent kinase 2 associated protein 1
201939_at	PLK2	10769	polo-like kinase 2
201940_at	CPD	1362	carboxypeptidase D
201941_at	CPD	1362	carboxypeptidase D
201942_s_at	CPD	1362	carboxypeptidase D
201943_s_at	CPD	1362	carboxypeptidase D
201944_at	HEXB	3074	hexosaminidase B (beta polypeptide)
201945_at	FURIN	5045	furin (paired basic amino acid cleaving enzyme)
201946_s_at	CCT2	10576	"chaperonin containing TCP1, subunit 2 (beta)"
201947_s_at	CCT2	10576	"chaperonin containing TCP1, subunit 2 (beta)"
201948_at	GNL2	29889	guanine nucleotide binding protein-like 2 (nucleolar)
201949_x_at	CAPZB	832	"capping protein (actin filament) muscle Z-line, beta"
201950_x_at	CAPZB	832	"capping protein (actin filament) muscle Z-line, beta"
201951_at	ALCAM	214	activated leukocyte cell adhesion molecule
201952_at	ALCAM	214	activated leukocyte cell adhesion molecule
201953_at	CIB1	10519	calcium and integrin binding 1 (calmyrin)
201954_at	ARPC1B	10095	actin related protein 2/3 complex subunit 1B
201955_at	CCNC	892	cyclin C
201956_s_at	GNPAT	8443	glyceronephosphate O-acyltransferase
201957_at	PPP1R12B	4660	"protein phosphatase 1, regulatory subunit 12B"
201958_s_at	PPP1R12B	4660	"protein phosphatase 1, regulatory subunit 12B"
201959_s_at	MYCBP2	23077	"MYC binding protein 2, E3 ubiquitin protein ligase"
201960_s_at	MYCBP2	23077	"MYC binding protein 2, E3 ubiquitin protein ligase"
201961_s_at	RNF41	10193	"ring finger protein 41, E3 ubiquitin protein ligase"
201962_s_at	RNF41	10193	"ring finger protein 41, E3 ubiquitin protein ligase"
201963_at	ACSL1	2180	acyl-CoA synthetase long-chain family member 1
201964_at	SETX	23064	senataxin
201965_s_at	SETX	23064	senataxin
201966_at	NDUFS2	4720	"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)"
201967_at	RBM6	10180	RNA binding motif protein 6
201968_s_at	PGM1	5236	phosphoglucomutase 1
201969_at	NASP	4678	nuclear autoantigenic sperm protein (histone-binding)
201970_s_at	NASP	4678	nuclear autoantigenic sperm protein (histone-binding)
201971_s_at	ATP6V1A	523	"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"
201972_at	ATP6V1A	523	"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"
201973_s_at			
201974_s_at	CCZ1	51622	"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated"
201975_at	CLIP1	6249	CAP-GLY domain containing linker protein 1
201976_s_at	MYO10	4651	myosin X
201977_s_at	KIAA0141	9812	KIAA0141
201978_s_at	KIAA0141	9812	KIAA0141
201979_s_at	PPP5C	5536	"protein phosphatase 5, catalytic subunit"
201980_s_at	RSU1	6251	Ras suppressor protein 1
201981_at	PAPPA	5069	"pregnancy-associated plasma protein A, pappalysin 1"
201982_s_at	PAPPA	5069	"pregnancy-associated plasma protein A, pappalysin 1"
201983_s_at	EGFR	1956	epidermal growth factor receptor
201984_s_at	EGFR	1956	epidermal growth factor receptor
201985_at	WASHC5	9897	WASH complex subunit 5
201986_at	MED13	9969	mediator complex subunit 13
201987_at	MED13	9969	mediator complex subunit 13
201988_s_at	CREBL2	1389	cAMP responsive element binding protein-like 2
201989_s_at	CREBL2	1389	cAMP responsive element binding protein-like 2
201990_s_at	CREBL2	1389	cAMP responsive element binding protein-like 2
201991_s_at	KIF5B	3799	kinesin family member 5B
201992_s_at	KIF5B	3799	kinesin family member 5B
201993_x_at	HNRNPDL	9987	heterogeneous nuclear ribonucleoprotein D like
201994_at	MORF4L2	9643	mortality factor 4 like 2
201995_at	EXT1	2131	exostosin glycosyltransferase 1
201996_s_at	SPEN	23013	spen family transcriptional repressor
201997_s_at	SPEN	23013	spen family transcriptional repressor
201998_at	ST6GAL1	6480	"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1"
201999_s_at	DYNLT1	6993	"dynein, light chain, Tctex-type 1"
202000_at	NDUFA6	4700	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa"
202001_s_at	NDUFA6	4700	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa"
202002_at	ACAA2	10449	acetyl-CoA acyltransferase 2
202003_s_at	ACAA2	10449	acetyl-CoA acyltransferase 2
202004_x_at	SDHC	6391	"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"
202005_at	ST14	6768	suppression of tumorigenicity 14 (colon carcinoma)
202006_at	PTPN12	5782	"protein tyrosine phosphatase, non-receptor type 12"
202007_at	NID1	4811	nidogen 1
202008_s_at	NID1	4811	nidogen 1
202009_at	TWF2	11344	twinfilin actin binding protein 2
202010_s_at	ZNF410	57862	zinc finger protein 410
202011_at	TJP1	7082	tight junction protein 1
202012_s_at	EXT2	2132	exostosin glycosyltransferase 2
202013_s_at	EXT2	2132	exostosin glycosyltransferase 2
202014_at	PPP1R15A	23645	"protein phosphatase 1, regulatory subunit 15A"
202015_x_at			
202016_at	MEST	4232	mesoderm specific transcript
202017_at	EPHX1	2052	"epoxide hydrolase 1, microsomal (xenobiotic)"
202018_s_at	LTF	4057	lactotransferrin
202019_s_at	LANCL1	10314	LanC lantibiotic synthetase component C-like 1 (bacterial)
202020_s_at	LANCL1	10314	LanC lantibiotic synthetase component C-like 1 (bacterial)
202021_x_at	EIF1	10209	eukaryotic translation initiation factor 1
202022_at	ALDOC	230	"aldolase C, fructose-bisphosphate"
202023_at	EFNA1	1942	ephrin-A1
202024_at	ASNA1	439	"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"
202025_x_at	ACAA1	30	acetyl-CoA acyltransferase 1
202026_at	SDHD	6392	"succinate dehydrogenase complex subunit D, integral membrane protein"
202027_at	TMEM184B	25829	transmembrane protein 184B
202028_s_at	RPL38	6169	ribosomal protein L38
202029_x_at	RPL38	6169	ribosomal protein L38
202030_at	BCKDK	10295	branched chain ketoacid dehydrogenase kinase
202031_s_at	WIPI2	26100	"WD repeat domain, phosphoinositide interacting 2"
202032_s_at	MAN2A2	4122	"mannosidase, alpha, class 2A, member 2"
202033_s_at	RB1CC1	9821	RB1-inducible coiled-coil 1
202034_x_at	RB1CC1	9821	RB1-inducible coiled-coil 1
202035_s_at	SFRP1	6422	secreted frizzled-related protein 1
202036_s_at	SFRP1	6422	secreted frizzled-related protein 1
202037_s_at	SFRP1	6422	secreted frizzled-related protein 1
202038_at	UBE4A	9354	ubiquitination factor E4A
202039_at			
202040_s_at	KDM5A	5927	lysine (K)-specific demethylase 5A
202041_s_at	FIBP	9158	fibroblast growth factor (acidic) intracellular binding protein
202042_at	HARS	3035	histidyl-tRNA synthetase
202043_s_at	SMS	6611	spermine synthase
202044_at	ARHGAP35	2909	Rho GTPase activating protein 35
202045_s_at	ARHGAP35	2909	Rho GTPase activating protein 35
202046_s_at	ARHGAP35	2909	Rho GTPase activating protein 35
202047_s_at	CBX6	23466	chromobox homolog 6
202048_s_at	CBX6	23466	chromobox homolog 6
202049_s_at	ZMYM4	9202	"zinc finger, MYM-type 4"
202050_s_at	ZMYM4	9202	"zinc finger, MYM-type 4"
202051_s_at	ZMYM4	9202	"zinc finger, MYM-type 4"
202052_s_at	RAI14	26064	retinoic acid induced 14
202053_s_at	ALDH3A2	224	"aldehyde dehydrogenase 3 family, member A2"
202054_s_at	ALDH3A2	224	"aldehyde dehydrogenase 3 family, member A2"
202055_at	KPNA1	3836	karyopherin alpha 1
202056_at	KPNA1	3836	karyopherin alpha 1
202057_at	KPNA1	3836	karyopherin alpha 1
202058_s_at	KPNA1	3836	karyopherin alpha 1
202059_s_at	KPNA1	3836	karyopherin alpha 1
202060_at	CTR9	9646	"CTR9 homolog, Paf1/RNA polymerase II complex component"
202061_s_at	SEL1L	6400	sel-1 suppressor of lin-12-like (C. elegans)
202062_s_at	SEL1L	6400	sel-1 suppressor of lin-12-like (C. elegans)
202063_s_at	SEL1L	6400	sel-1 suppressor of lin-12-like (C. elegans)
202064_s_at	SEL1L	6400	sel-1 suppressor of lin-12-like (C. elegans)
202065_s_at	PPFIA1	8500	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
202066_at	PPFIA1	8500	"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
202067_s_at	LDLR	3949	low density lipoprotein receptor
202068_s_at	LDLR	3949	low density lipoprotein receptor
202069_s_at	IDH3A	3419	isocitrate dehydrogenase 3 (NAD+) alpha
202070_s_at	IDH3A	3419	isocitrate dehydrogenase 3 (NAD+) alpha
202071_at	SDC4	6385	syndecan 4
202072_at	HNRNPL	3191	heterogeneous nuclear ribonucleoprotein L
202073_at	OPTN	10133	optineurin
202074_s_at	OPTN	10133	optineurin
202075_s_at	PLTP	5360	phospholipid transfer protein
202076_at	BIRC2	329	baculoviral IAP repeat containing 2
202077_at	NDUFAB1	4706	"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa"
202078_at	COPS3	8533	COP9 signalosome subunit 3
202079_s_at	TRAK1	22906	"trafficking protein, kinesin binding 1"
202080_s_at	TRAK1	22906	"trafficking protein, kinesin binding 1"
202081_at	IER2	9592	immediate early response 2
202082_s_at	SEC14L1	6397	SEC14-like lipid binding 1
202083_s_at	SEC14L1	6397	SEC14-like lipid binding 1
202084_s_at	SEC14L1	6397	SEC14-like lipid binding 1
202085_at	TJP2	9414	tight junction protein 2
202086_at	MX1	4599	MX dynamin-like GTPase 1
202087_s_at	CTSL	1514	cathepsin L
202088_at	SLC39A6	25800	"solute carrier family 39 (zinc transporter), member 6"
202089_s_at	SLC39A6	25800	"solute carrier family 39 (zinc transporter), member 6"
202090_s_at	UQCR11	10975	"ubiquinol-cytochrome c reductase, complex III subunit XI"
202091_at	PLLP	51090	plasmolipin
202092_s_at	ARL2BP	23568	ADP-ribosylation factor like GTPase 2 binding protein
